path,kind,revision,substep_id,status,method,evidence,reason
ai/Features/chat.md,text,7de969a99b612ccbf6e1f64d21c46fe4fb9184cf4074945a60a3aee9ddec73e1,01-S05,已检查,全文阅读+grep 引用核验+对照源码/磁盘,evidence/ai-core-review.md#1-逐文件用途判定表；第一步修改后由审核复读（压缩稿/修正稿全文）,聊天数据层/架构原则真源，在役；src 6 文件注释指向；关联 sidebar/channel.md 已知断链（F2）
ai/Features/navigation-glass.md,text,119a5c7b84c8cd4ec5e0c6312cdd33f7f5023d5bc3dc911e7abd8611d5d5f73a,01-S05,已检查,全文阅读+grep 引用核验+对照源码/磁盘,evidence/ai-core-review.md#3-跨文档重复地图与建议权威位置；第一步修改后由审核复读（压缩稿/修正稿全文）,导航玻璃机制事实真源，在役；被 PROJECT/TODO/design_system 6 处引用；ui-system.md §2.1 复述其机制
ai/Features/supabase.md,text,956e521f75de122a15f1c72fea4c010fd786f6a28faf62b31e5b93dd2fd63673,01-S05,已检查,全文阅读+grep 引用核验+对照源码/磁盘,evidence/ai-core-review.md#1-逐文件用途判定表；第一步修改后由审核复读（压缩稿/修正稿全文）,2026-07-04 后端审计快照+MCP 令牌失效记录；待回填后接管后端结构唯一真源，与 PROJECT/TODO 约定一致
ai/Features/timeline.md,text,826cfb348550ab7dd2801daeec6d3d7b932538a6040fa590d048ff7fa1aa6312,01-S05,已检查,全文阅读+grep 引用核验+对照源码/磁盘,evidence/ai-core-review.md#f10--timelinemd-结构臃肿已否决方案与在役事实混排；第一步修改后由审核复读（压缩稿/修正稿全文）,回忆链路功能细节真源，在役；S3 断链 dev-create-couple.sql；三套已否决视觉与在役事实混排（F10）
ai/Features/ui-system/audit.md,text,396430f361440c480d0f9b3150677407a976af1fbfcc86521d89d230a4132c63,01-S05,已检查,全文阅读+grep 引用核验+对照源码/磁盘,evidence/ai-core-review.md#1-逐文件用途判定表；第一步修改后由审核复读（压缩稿/修正稿全文）,2026-09-11 UI 现状审计时点证据，在役；依赖表与代码核对一致（scene.tsx/rooms.ts/world-settings/Msg）
ai/Features/ui-system/ui-system.md,text,a840a7f44456d6f6dadaeff031649504056de5250c94f9a77d631d28d9b643dc,01-S05,已检查,全文阅读+grep 引用核验+对照源码/磁盘,evidence/ai-core-review.md#1-逐文件用途判定表；第一步修改后由审核复读（压缩稿/修正稿全文）,UI/UX 统一计划真源（A/B/C、M0-M6），在役；子目录规则遵守；§2.1 与 navigation-glass.md 重复
ai/PROJECT.md,text,046a596d9b237f2cdc264da80e6d16b87c37a958dc8da1ff6a369241d8e14043,01-S05,已检查,全文阅读+grep 引用核验+对照源码/磁盘,evidence/ai-core-review.md#1-逐文件用途判定表；第一步修改后由审核复读（压缩稿/修正稿全文）,PRD+技术事实唯一真源，人/agent 每会话读，在役；数据库节自称临时真源；S1/S10 陈旧、F8 唱片机长段重复
ai/STYLE.md,text,c25a1a57eaf45d52e6ba176c328a932dff61c635799eb8cb8914b33a2cc5ff4d,01-S05,已检查,全文阅读+grep 引用核验+对照源码/磁盘,evidence/ai-core-review.md#f3--stylemd--uxmd-已成-stub但源码-6-处按章节号引用；第一步修改后由审核复读（压缩稿/修正稿全文）,兼容入口 stub（2026-09-13 缩为 5 行），仍有 design_system/reboot/代码注释入向引用，保留
ai/TODO.md,text,9152afd71e8d7a7640367b438a66bf98b6a576512b5157dd463539ae86d0cfe9,01-S05,已检查,全文阅读+grep 引用核验+对照源码/磁盘,evidence/ai-core-review.md#1-逐文件用途判定表；第一步修改后由审核复读（压缩稿/修正稿全文）,任务唯一来源，在役；[x]/[ ] 与代码核对一致；S2 three 依赖陈述陈旧；F8 五轮唱片机记录过长
ai/UX.md,text,c84cbfb442c88214c83f28bca80059c4e7b5986830d56a2e4db75d23eda48123,01-S05,已检查,全文阅读+grep 引用核验+对照源码/磁盘,evidence/ai-core-review.md#f3--stylemd--uxmd-已成-stub但源码-6-处按章节号引用；第一步修改后由审核复读（压缩稿/修正稿全文）,兼容入口 stub（6 行），src 5 处按已消失章节号引用，需改指 interaction.md，保留
