path,kind,revision,substep_id,status,method,evidence,reason
arts/meshes/avatar.blend,binary,a8a6ef4bc1b0264e9c95cc0cdd5193dd1f5623f91c085812cfe3681e306d623e,01-S07,已检查,元数据（file/体积）+全仓引用核验,evidence/batches-review.md#F-6,退役 three.js 管线的 3D 源文件，无现役消费者；去留待用户决定
arts/meshes/metaspace.blend,binary,834de88c44e27bddcb135c43e0482731e57e09b265a659bb18f78e3f64563a33,01-S07,已检查,元数据（file/体积）+全仓引用核验,evidence/batches-review.md#F-6,退役 three.js 管线的 3D 源文件，无现役消费者；去留待用户决定
arts/meshes/scene.blend,binary,1ec6ba7fc23f134753a3ed9e5adc2e1a85f3b1f49161c4d4f4e148fdbd6acc04,01-S07,已检查,元数据（file/体积）+全仓引用核验,evidence/batches-review.md#F-6,退役 three.js 管线的 3D 源文件，无现役消费者；去留待用户决定
arts/meshes/scene.blend1,binary,221061b9bb13ebdf7ada9b7a31643e6fbdfbcf808b074709b82206a08185d2bd,01-S07,已检查,元数据+gitignore 规则+全仓引用核验,evidence/batches-review.md#F-6,Blender 自动备份，.gitignore *.blend1 本意排除；删除候选；本轮已删除（PA-001），保留删除前记录
arts/rooms/study/generated/20260906-192932Z/codex-report.md,text,5575761d82c3dd2b65f952b55829ceb4ed2044cb887c89d63858986d30dfa36f,01-S07,已检查,全文阅读+链接解析,evidence/batches-review.md#F-2,codex-visual 同名报告的副本，目录内本地引用落空；去重候选
arts/rooms/study/generated/20260906-192932Z/part-tonearm-golden.png,binary,8714febf004f3f4391f259b6bb242a0ff123251e656e8c573c3841cd8424dc71,01-S07,已检查,sha256 去重+装配器读取路径核验,evidence/batches-review.md#F-2,codex-visual 同名批次图层副本；装配器实际读取 machine-twilight/tonearm/055939Z platter，其余为未使用副本
arts/rooms/study/generated/20260906-192932Z/part-tonearm-night.png,binary,b151e9d2d893c3974d38869b4f21e39c775d8e8572ae2c15a0fb401eadd98dd7,01-S07,已检查,sha256 去重+装配器读取路径核验,evidence/batches-review.md#F-2,codex-visual 同名批次图层副本；装配器实际读取 machine-twilight/tonearm/055939Z platter，其余为未使用副本
arts/rooms/study/generated/20260906-192932Z/part-tonearm-twilight.png,binary,e2cdf903fdf651f5c08286808da3cfa091ee4d7eb08eec126d2d32a97751b153,01-S07,已检查,sha256 去重+装配器读取路径核验,evidence/batches-review.md#F-2,codex-visual 同名批次图层副本；装配器实际读取 machine-twilight/tonearm/055939Z platter，其余为未使用副本
arts/rooms/study/generated/20260906-192932Z/plate-golden.png,binary,9cbae4b36627a11ebf58d03fbbdee3a7dc25a1a4152b2c9f2d93f7494cedd0c2,01-S07,已检查,sha256 去重+装配器读取路径核验,evidence/batches-review.md#F-2,codex-visual 同名批次图层副本；装配器实际读取 machine-twilight/tonearm/055939Z platter，其余为未使用副本
arts/rooms/study/generated/20260906-192932Z/plate-night.png,binary,4b903f0102462e7566109b7b58ea44e9cdb48c3c0d508816af7c467d3a829fb5,01-S07,已检查,sha256 去重+装配器读取路径核验,evidence/batches-review.md#F-2,codex-visual 同名批次图层副本；装配器实际读取 machine-twilight/tonearm/055939Z platter，其余为未使用副本
arts/rooms/study/generated/20260906-192932Z/plate-twilight.png,binary,5a2e740c6d0675a1c6cdcc62821e137bc22992c6d00ae2c8a91f753344420710,01-S07,已检查,sha256 去重+装配器读取路径核验,evidence/batches-review.md#F-2,codex-visual 同名批次图层副本；装配器实际读取 machine-twilight/tonearm/055939Z platter，其余为未使用副本
arts/rooms/study/generated/20260907-053852Z/codex-report.md,text,5d862f1ef94656744756fa2456ac6a3fcb5eef9bef2cc427a6877cbc6ccf48e1,01-S07,已检查,全文阅读+链接解析,evidence/batches-review.md#F-2,codex-visual 同名报告的副本，目录内本地引用落空；去重候选
arts/rooms/study/generated/20260907-053852Z/machine-golden.png,binary,6df8bf5616126a0a1166de3761fdf7911e53c29ea618ae462ec1c570ad52e489,01-S07,已检查,sha256 去重+装配器读取路径核验,evidence/batches-review.md#F-2,codex-visual 同名批次图层副本；装配器实际读取 machine-twilight/tonearm/055939Z platter，其余为未使用副本
arts/rooms/study/generated/20260907-053852Z/machine-night.png,binary,c36d4c1dfcfe3e7c42264389f1aa547ab6f0442f2a5bbdbf46a33056b2ce0986,01-S07,已检查,sha256 去重+装配器读取路径核验,evidence/batches-review.md#F-2,codex-visual 同名批次图层副本；装配器实际读取 machine-twilight/tonearm/055939Z platter，其余为未使用副本
arts/rooms/study/generated/20260907-053852Z/machine-twilight.png,binary,6600ead1bb6d07db8da15a9039789f31823ac93c479a242dc57b86c6b03e0103,01-S07,已检查,sha256 去重+装配器读取路径核验,evidence/batches-review.md#F-2,codex-visual 同名批次图层副本；装配器实际读取 machine-twilight/tonearm/055939Z platter，其余为未使用副本
arts/rooms/study/generated/20260907-053852Z/platter.png,binary,bd6e64769f85f0b7758c464351f800a42ddff915c826a7b4923a38b82387fb9a,01-S07,已检查,sha256 去重+装配器读取路径核验,evidence/batches-review.md#F-2,codex-visual 同名批次图层副本；装配器实际读取 machine-twilight/tonearm/055939Z platter，其余为未使用副本
arts/rooms/study/generated/20260907-053852Z/review.png,binary,42c8d56747bf21bb67461c5691d085ff79ec51f89c3cb9ea88ce563fa262d135,01-S07,已检查,sha256 去重+装配器读取路径核验,evidence/batches-review.md#F-2,codex-visual 同名批次图层副本；装配器实际读取 machine-twilight/tonearm/055939Z platter，其余为未使用副本
arts/rooms/study/generated/20260907-053852Z/tonearm.png,binary,5c76a47686706d340cb2bf8cd39e52269249492e5d8af5a83bdfc9700f659a9e,01-S07,已检查,sha256 去重+装配器读取路径核验,evidence/batches-review.md#F-2,codex-visual 同名批次图层副本；装配器实际读取 machine-twilight/tonearm/055939Z platter，其余为未使用副本
arts/rooms/study/generated/20260907-055939Z/codex-report.md,text,011705e021a9489abfc9f4af778e8d26b31d590a50d2dff6ab6c532021c736c2,01-S07,已检查,全文阅读+链接解析,evidence/batches-review.md#F-2,codex-visual 同名报告的副本，目录内本地引用落空；去重候选
arts/rooms/study/generated/20260907-055939Z/platter.png,binary,eb28974a7e35cc24206ae8698f63b183ec6e444ec586d0ea41a04949b68b234e,01-S07,已检查,sha256 去重+装配器读取路径核验,evidence/batches-review.md#F-2,codex-visual 同名批次图层副本；装配器实际读取 machine-twilight/tonearm/055939Z platter，其余为未使用副本
arts/rooms/study/generated/20260907-055939Z/review.png,binary,4d91e4b460c4ff46efd9e558230301ace5c29234e0f0486f9eb791a9e1778f1b,01-S07,已检查,sha256 去重+装配器读取路径核验,evidence/batches-review.md#F-2,codex-visual 同名批次图层副本；装配器实际读取 machine-twilight/tonearm/055939Z platter，其余为未使用副本
arts/rooms/study/generated/20260907-055939Z/spindle.png,binary,064be7e6cbc98e5bebb9564afa691bc84b53a348ef05102ab83090754fd26ab7,01-S07,已检查,sha256 去重+装配器读取路径核验,evidence/batches-review.md#F-2,codex-visual 同名批次图层副本；装配器实际读取 machine-twilight/tonearm/055939Z platter，其余为未使用副本
arts/rooms/study/source/golden.png,binary,abe44fdcefa1c135b0f80163f4c53b4e73f2d689d3ad9316f39dc081905b122d,01-S07,已检查,元数据（PNG 头/尺寸）+消费者核验（装配器 --src、scene.md、study-room.ts）,evidence/batches-review.md#F-1,三档原画真源；与 codex-visual/20260810-024945Z 同 sha
arts/rooms/study/source/night.png,binary,e83fb6fdd8dccbd763af64be091f2b7f437986fb964c6338e1d8597f2797dc4a,01-S07,已检查,元数据（PNG 头/尺寸）+消费者核验（装配器 --src、scene.md、study-room.ts）,evidence/batches-review.md#F-1,三档原画真源；与 codex-visual/20260810-024945Z 同 sha
arts/rooms/study/source/twilight.png,binary,c72f3056a341f67b86d86e5375b45d36c3a31f9931f960396cb9fadb6c491a73,01-S07,已检查,元数据（PNG 头/尺寸）+消费者核验（装配器 --src、scene.md、study-room.ts）,evidence/batches-review.md#F-1,三档原画真源；与 codex-visual/20260810-024945Z 同 sha
arts/ui/journal/LXGWWenKaiLite-Regular.ttf,binary,140c99ba4e28e817cec49bf82a0c5fcdc4fe633fb9dfda16d0ee8d59a8545f15,01-S07,已检查,元数据+sha 与 manifest 对照+消费者核验,evidence/batches-review.md#F-7,第三方字体源 13.9MB，运行时用 woff2；留仓与否待用户决定
arts/ui/journal/book-alpha-rejected.png,binary,19f4d99066fdd255a6474f0c518be60ccf78718d09e6b48d29c195915cc17c49,01-S07,已检查,元数据+打包脚本输入/输出核验,evidence/batches-review.md#2,日记/导航素材原图或打包中间产物；见 arts 判定表
arts/ui/journal/book-alpha.png,binary,b8cb3162f20cba50fd30b66ff105b2472b9f1722b38b55d2037ece8b1eed40df,01-S07,已检查,元数据+打包脚本输入/输出核验,evidence/batches-review.md#2,日记/导航素材原图或打包中间产物；见 arts 判定表
arts/ui/journal/book-checker-source.png,binary,b871eb87f7000a345576e444a64dea1524439f0dd3cc888e0062d908e82a1b12,01-S07,已检查,元数据+打包脚本输入/输出核验,evidence/batches-review.md#2,日记/导航素材原图或打包中间产物；见 arts 判定表
arts/ui/journal/manifest.json,text,0c937ab8d872bb37715b4109abfcbbbebb0743c6e3fd68c4c83c97db3d8432a5,01-S07,已检查,全文阅读+与磁盘文件核对,evidence/batches-review.md#2,素材登记/打包报告，与实际文件一致；当前有效
arts/ui/journal/pack-results.json,text,cba4cc55139e461c807f9e2c17894f0af55033c2c8f1569f670bfbfe99cbcca0,01-S07,已检查,全文阅读+与磁盘文件核对,evidence/batches-review.md#2,素材登记/打包报告，与实际文件一致；当前有效
arts/ui/journal/quill-source.png,binary,68d72060e884410c0728e080c1a25a699f50f25df5ae07daff4725b545a6950e,01-S07,已检查,元数据+打包脚本输入/输出核验,evidence/batches-review.md#2,日记/导航素材原图或打包中间产物；见 arts 判定表
arts/ui/navigation/frost-source.png,binary,00debdeba1f4d30094c2155be7d8dfaf160fc9e547fde9b3b7b5e1dd2869579c,01-S07,已检查,元数据+打包脚本输入/输出核验,evidence/batches-review.md#2,日记/导航素材原图或打包中间产物；见 arts 判定表
arts/ui/navigation/manifest.json,text,d7b983f956709f8b278e66d22d0aaaa5ecd1fa6e58327600ce53298dc12d3993,01-S07,已检查,全文阅读+与磁盘文件核对,evidence/batches-review.md#2,素材登记/打包报告，与实际文件一致；当前有效
codex-visual/20260808-200206Z/codex-report.md,text,2128ff03bf1ac67d346d41405c4a96de4f44a7c20e787b9a14be6a1c4ddf8734,01-S07,已检查,全文阅读（文本）+引用面 grep,evidence/batches-review.md#1,批次 20260808-200206Z 的报告/脚本/清单；原始制作批次归档，production-batches.md 已登记
codex-visual/20260809-083950Z/01-isometric-cutaway.png,binary,a2efb042f756cdd4c9d4d8db5b94f4798c71a054f586e312e45757071dba1b3d,01-S07,已检查,PNG 头/尺寸+sha256 去重+晋升关系核验,evidence/batches-review.md#1,批次 20260809-083950Z 图片；原始制作批次归档（含失败尝试），晋升/重复关系见批次表
codex-visual/20260809-083950Z/02-frontal-stage.png,binary,7bed57e81d7fb97d4a12f1fbd188eb37daa9b411d70ea355ca4f0ada02853c5e,01-S07,已检查,PNG 头/尺寸+sha256 去重+晋升关系核验,evidence/batches-review.md#1,批次 20260809-083950Z 图片；原始制作批次归档（含失败尝试），晋升/重复关系见批次表
codex-visual/20260809-083950Z/03-side-scroll-section.png,binary,61ec56eafe94cafbfe1839d2cc26093ef4efc02fdd46f5fd09f7b89719428c37,01-S07,已检查,PNG 头/尺寸+sha256 去重+晋升关系核验,evidence/batches-review.md#1,批次 20260809-083950Z 图片；原始制作批次归档（含失败尝试），晋升/重复关系见批次表
codex-visual/20260809-083950Z/04-close-corner-miniwindow.png,binary,a09c739db5ba8b2d51fd4e039b97db029ff106c1e93392c9aa06fcc3e0f455d2,01-S07,已检查,PNG 头/尺寸+sha256 去重+晋升关系核验,evidence/batches-review.md#1,批次 20260809-083950Z 图片；原始制作批次归档（含失败尝试），晋升/重复关系见批次表
