path,kind,module,revision,step,substep_id,status,method,evidence,reason
src/themes/cinnaglass/room/compositor.ts,source,room,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S06,已检查,全文阅读+链路追踪,"D-01 D-02 D-03 D-04 D-06 D-07 D-08 D-16",
src/themes/cinnaglass/room/textures.ts,source,room,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S06,已检查,全文阅读+链路追踪,"D-05",
src/themes/cinnaglass/room/homography.ts,source,room,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S06,已检查,全文阅读+链路追踪,"no finding, checked inv3 guard and discCorners order vs PerspectiveMesh",
src/themes/cinnaglass/room/lighting.ts,source,room,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S06,已检查,全文阅读+链路追踪,"D-05 D-06",
src/themes/cinnaglass/room/fade-queue.ts,source,room,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S06,已检查,全文阅读+链路追踪,"D-05; re-entrancy checked ok",
src/themes/cinnaglass/room/rain-layer.ts,source,room,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S06,已检查,全文阅读+链路追踪,"D-08; setRaining guard checked ok",
src/themes/cinnaglass/room/clock-layer.ts,source,room,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S06,已检查,全文阅读+链路追踪,"D-08; wall-clock drift checked ok",
src/themes/cinnaglass/room/character-layer.ts,source,room,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S06,已检查,全文阅读+链路追踪,"D-05 (contact shadow texture cached)",
src/themes/cinnaglass/room/affordance.ts,source,room,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S06,已检查,全文阅读+链路追踪,"D-05 D-17; hitArea/eventMode/cursor checked ok",
src/themes/cinnaglass/room/turntable-prop.ts,source,room,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S06,已检查,全文阅读+链路追踪,"D-03 D-04; refit retire queue checked ok",
