path,kind,module,revision,step,substep_id,status,method,evidence,reason
src/hooks/useFeed.ts,source,memories,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S04,已检查,全文阅读+链路追踪,B-06;B-07;B-12;B-13;B-14;B-19,
src/lib/posts.ts,source,memories,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S04,已检查,全文阅读+链路追踪,B-01;B-13,
src/lib/storage.ts,source,memories,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S04,已检查,全文阅读+链路追踪,B-02;B-03;B-04;B-20,
src/types/feed.ts,source,memories,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S04,已检查,全文阅读+链路追踪,B-12,
src/types/image-slot.d.ts,source,memories,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S04,已检查,全文阅读+链路追踪,"no finding, checked attribute list vs image-slot.js observedAttributes",
src/themes/cinnaglass/surfaces/object-surfaces.tsx,source,surfaces,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S04,已检查,全文阅读+链路追踪,B-08;B-18,
src/themes/cinnaglass/surfaces/composer.tsx,source,surfaces,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S04,已检查,全文阅读+链路追踪,B-02;B-03;B-05;B-18,
src/themes/cinnaglass/surfaces/photo-wall.tsx,source,surfaces,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S04,已检查,全文阅读+链路追踪,B-04;B-09;B-18,
src/themes/cinnaglass/surfaces/post-detail.tsx,source,surfaces,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S04,已检查,全文阅读+链路追踪,B-11;B-18,
src/themes/cinnaglass/surfaces/wishlist.tsx,source,surfaces,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S04,已检查,全文阅读+链路追踪,B-10;B-18,
