path,kind,module,revision,step,substep_id,status,method,evidence,reason
src/main.tsx,source,shell,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,"no finding, checked StrictMode root + side-effect imports",
src/App.tsx,source,shell,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-17,
index.html,config,shell,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-19,
vite.config.ts,config,shell,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,"no finding, checked alias + no envPrefix narrowing",
tsconfig.app.json,config,shell,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,"no finding, checked vite/client types + strict flags",
.env.example,config,shell,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-13,
src/pages/LoginPage.tsx,source,auth,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-11;A-12,
src/pages/ResetPasswordPage.tsx,source,auth,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-11;A-12;A-19,
src/pages/ProtectedRoute.tsx,source,auth,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-13,
src/hooks/useAuth.ts,source,auth,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,"no finding, checked getSession+onAuthStateChange cleanup and StrictMode double-run",
src/pages/WorldPage.tsx,source,world,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-04;A-14;A-15;A-18,
src/pages/world/useWorldSession.ts,source,world,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-02;A-06;A-08;A-09;A-10;A-19,
src/pages/world/useSurfaceRouter.ts,source,world,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-05,
src/pages/world/useWeather.ts,source,world,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-15;A-20,
src/pages/world/useLiveClock.ts,source,world,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-14,
src/pages/world/usePersistedState.ts,source,world,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-15,
src/lib/supabase.ts,source,auth,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-02,
src/lib/worlds.ts,source,world,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-02;A-07;A-10,
src/lib/profiles.ts,source,world,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-04,
src/lib/local-store.ts,source,shell,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-15,
src/lib/logman.ts,source,shell,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-19,
src/utils/index.ts,source,shell,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-17,
src/types/index.ts,source,shell,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,"no finding, checked EnvName matches .env.example",
src/themes/cinnaglass/lobby.tsx,source,world,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-10;A-19,
src/themes/cinnaglass/settings.tsx,source,settings,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-01;A-03;A-04;A-12;A-19,
src/themes/cinnaglass/world-settings.tsx,source,settings,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-05;A-06;A-07;A-16,
src/themes/cinnaglass/profile.ts,source,settings,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-03;A-16;A-18,
src/themes/cinnaglass/tweaks.ts,source,settings,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-15;A-20,
src/themes/cinnaglass/model.ts,source,settings,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-03;A-19,
src/themes/cinnaglass/login-backdrop.tsx,source,auth,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,已检查,全文阅读+链路追踪,A-19,
sql/dev-create-world.sql,sql,world,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,待验证,全文阅读+链路追踪,A-07;A-19,线上 DDL 不可核（MCP 401）；脚本假设的 status/name 默认值只能待核线上
sql/storage-memories-bucket.sql,sql,world,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,待验证,全文阅读+链路追踪,"no finding, checked icon path/mime/size against policies",线上策略是否与脚本一致不可核（MCP 401）
src/lib/storage.ts,source,world,f96fc63bb21725ab0f48d0ecb661f9e0fe4eac6d,03,03-S03,受限,全文阅读+链路追踪,A-08;A-16,只审 uploadWorldIcon 及其直接依赖；uploadMemoryImage/缩略图属分区 B
